From,To,Length(m),Azimuth(deg),Clino(deg)
0@PerteDesPortesDAbraham.303.UltimaPatagonia,1@PerteDesPortesDAbraham.303.UltimaPatagonia,6.10,15.09,-90.00
1@PerteDesPortesDAbraham.303.UltimaPatagonia,2@PerteDesPortesDAbraham.303.UltimaPatagonia,3.60,49.09,-37.00
2@PerteDesPortesDAbraham.303.UltimaPatagonia,3@PerteDesPortesDAbraham.303.UltimaPatagonia,8.47,72.09,-33.00
3@PerteDesPortesDAbraham.303.UltimaPatagonia,4@PerteDesPortesDAbraham.303.UltimaPatagonia,7.05,24.09,-8.00
4@PerteDesPortesDAbraham.303.UltimaPatagonia,4B@PerteDesPortesDAbraham.303.UltimaPatagonia,12.43,271.09,42.00
4@PerteDesPortesDAbraham.303.UltimaPatagonia,5@PerteDesPortesDAbraham.303.UltimaPatagonia,12.20,54.09,-47.00
5@PerteDesPortesDAbraham.303.UltimaPatagonia,5B@PerteDesPortesDAbraham.303.UltimaPatagonia,6.39,117.09,-15.00
5B@PerteDesPortesDAbraham.303.UltimaPatagonia,5C@PerteDesPortesDAbraham.303.UltimaPatagonia,2.94,81.09,-21.00
5@PerteDesPortesDAbraham.303.UltimaPatagonia,6@PerteDesPortesDAbraham.303.UltimaPatagonia,6.58,359.09,54.00
6@PerteDesPortesDAbraham.303.UltimaPatagonia,7@PerteDesPortesDAbraham.303.UltimaPatagonia,2.00,5.09,-3.00
7@PerteDesPortesDAbraham.303.UltimaPatagonia,8@PerteDesPortesDAbraham.303.UltimaPatagonia,1.62,332.09,-22.00
8@PerteDesPortesDAbraham.303.UltimaPatagonia,8B@PerteDesPortesDAbraham.303.UltimaPatagonia,8.69,55.09,-76.00
8@PerteDesPortesDAbraham.303.UltimaPatagonia,9@PerteDesPortesDAbraham.303.UltimaPatagonia,25.04,260.09,81.00
9@PerteDesPortesDAbraham.303.UltimaPatagonia,10@PerteDesPortesDAbraham.303.UltimaPatagonia,3.77,254.09,10.00
10@PerteDesPortesDAbraham.303.UltimaPatagonia,11@PerteDesPortesDAbraham.303.UltimaPatagonia,4.20,232.09,39.00
11@PerteDesPortesDAbraham.303.UltimaPatagonia,12@PerteDesPortesDAbraham.303.UltimaPatagonia,5.60,277.09,-22.00
12@PerteDesPortesDAbraham.303.UltimaPatagonia,13@PerteDesPortesDAbraham.303.UltimaPatagonia,2.90,265.09,1.00
13@PerteDesPortesDAbraham.303.UltimaPatagonia,13B@PerteDesPortesDAbraham.303.UltimaPatagonia,3.30,265.09,1.00
13@PerteDesPortesDAbraham.303.UltimaPatagonia,14@PerteDesPortesDAbraham.303.UltimaPatagonia,6.80,215.09,59.00
14@PerteDesPortesDAbraham.303.UltimaPatagonia,14B@PerteDesPortesDAbraham.303.UltimaPatagonia,6.90,255.09,0.00
14@PerteDesPortesDAbraham.303.UltimaPatagonia,15@PerteDesPortesDAbraham.303.UltimaPatagonia,9.90,206.09,52.00
15@PerteDesPortesDAbraham.303.UltimaPatagonia,16@PerteDesPortesDAbraham.303.UltimaPatagonia,8.60,222.09,33.00
16@PerteDesPortesDAbraham.303.UltimaPatagonia,17@PerteDesPortesDAbraham.303.UltimaPatagonia,4.40,246.09,65.00
17@PerteDesPortesDAbraham.303.UltimaPatagonia,18@PerteDesPortesDAbraham.303.UltimaPatagonia,3.00,151.09,24.00
18@PerteDesPortesDAbraham.303.UltimaPatagonia,18B@PerteDesPortesDAbraham.303.UltimaPatagonia,7.50,194.09,0.00
18@PerteDesPortesDAbraham.303.UltimaPatagonia,19@PerteDesPortesDAbraham.303.UltimaPatagonia,3.60,192.09,48.00
19@PerteDesPortesDAbraham.303.UltimaPatagonia,20@PerteDesPortesDAbraham.303.UltimaPatagonia,2.80,225.09,42.00
20@PerteDesPortesDAbraham.303.UltimaPatagonia,21@PerteDesPortesDAbraham.303.UltimaPatagonia,0.00,15.09,0.00
21@PerteDesPortesDAbraham.303.UltimaPatagonia,22@PerteDesPortesDAbraham.303.UltimaPatagonia,2.20,268.09,41.00
22@PerteDesPortesDAbraham.303.UltimaPatagonia,23@PerteDesPortesDAbraham.303.UltimaPatagonia,4.20,340.09,29.00
23@PerteDesPortesDAbraham.303.UltimaPatagonia,24@PerteDesPortesDAbraham.303.UltimaPatagonia,4.50,219.09,51.00
24@PerteDesPortesDAbraham.303.UltimaPatagonia,25@PerteDesPortesDAbraham.303.UltimaPatagonia,5.30,287.09,52.00
25@PerteDesPortesDAbraham.303.UltimaPatagonia,26@PerteDesPortesDAbraham.303.UltimaPatagonia,2.70,337.09,45.00
26@PerteDesPortesDAbraham.303.UltimaPatagonia,27@PerteDesPortesDAbraham.303.UltimaPatagonia,14.00,318.09,-5.00
27@PerteDesPortesDAbraham.303.UltimaPatagonia,28@PerteDesPortesDAbraham.303.UltimaPatagonia,15.00,261.09,0.00
28@PerteDesPortesDAbraham.303.UltimaPatagonia,29@PerteDesPortesDAbraham.303.UltimaPatagonia,11.00,279.09,-10.00
29@PerteDesPortesDAbraham.303.UltimaPatagonia,30@PerteDesPortesDAbraham.303.UltimaPatagonia,11.00,251.09,13.00
30@PerteDesPortesDAbraham.303.UltimaPatagonia,31@PerteDesPortesDAbraham.303.UltimaPatagonia,7.50,212.09,20.00
31@PerteDesPortesDAbraham.303.UltimaPatagonia,32@PerteDesPortesDAbraham.303.UltimaPatagonia,7.70,237.09,9.00
32@PerteDesPortesDAbraham.303.UltimaPatagonia,33@PerteDesPortesDAbraham.303.UltimaPatagonia,5.60,201.09,36.00
33@PerteDesPortesDAbraham.303.UltimaPatagonia,34@PerteDesPortesDAbraham.303.UltimaPatagonia,7.20,250.09,1.00
34@PerteDesPortesDAbraham.303.UltimaPatagonia,35@PerteDesPortesDAbraham.303.UltimaPatagonia,8.70,218.09,19.00
35@PerteDesPortesDAbraham.303.UltimaPatagonia,36@PerteDesPortesDAbraham.303.UltimaPatagonia,4.30,101.09,39.00
36@PerteDesPortesDAbraham.303.UltimaPatagonia,37@PerteDesPortesDAbraham.303.UltimaPatagonia,10.90,233.09,34.00
37@PerteDesPortesDAbraham.303.UltimaPatagonia,38@PerteDesPortesDAbraham.303.UltimaPatagonia,3.00,15.09,90.00
9@PerteDesPortesDAbraham.303.UltimaPatagonia,100@PerteDesPortesDAbraham.303.UltimaPatagonia,0.00,15.09,0.00
100@PerteDesPortesDAbraham.303.UltimaPatagonia,101@PerteDesPortesDAbraham.303.UltimaPatagonia,9.20,15.09,-90.00
101@PerteDesPortesDAbraham.303.UltimaPatagonia,102@PerteDesPortesDAbraham.303.UltimaPatagonia,9.30,48.09,3.00
102@PerteDesPortesDAbraham.303.UltimaPatagonia,103@PerteDesPortesDAbraham.303.UltimaPatagonia,10.50,295.09,-53.00
103@PerteDesPortesDAbraham.303.UltimaPatagonia,104@PerteDesPortesDAbraham.303.UltimaPatagonia,7.30,307.09,-66.00
104@PerteDesPortesDAbraham.303.UltimaPatagonia,105@PerteDesPortesDAbraham.303.UltimaPatagonia,20.00,36.09,-75.00
105@PerteDesPortesDAbraham.303.UltimaPatagonia,106@PerteDesPortesDAbraham.303.UltimaPatagonia,11.20,55.09,-34.00
105@PerteDesPortesDAbraham.303.UltimaPatagonia,107@PerteDesPortesDAbraham.303.UltimaPatagonia,7.20,230.09,12.00
104@PerteDesPortesDAbraham.303.UltimaPatagonia,108@PerteDesPortesDAbraham.303.UltimaPatagonia,5.20,310.09,-53.00
108@PerteDesPortesDAbraham.303.UltimaPatagonia,109@PerteDesPortesDAbraham.303.UltimaPatagonia,8.50,255.09,-30.00
109@PerteDesPortesDAbraham.303.UltimaPatagonia,110@PerteDesPortesDAbraham.303.UltimaPatagonia,8.00,305.09,-60.00
110@PerteDesPortesDAbraham.303.UltimaPatagonia,111@PerteDesPortesDAbraham.303.UltimaPatagonia,2.10,255.09,-81.00
111@PerteDesPortesDAbraham.303.UltimaPatagonia,112@PerteDesPortesDAbraham.303.UltimaPatagonia,4.30,285.09,-33.00
112@PerteDesPortesDAbraham.303.UltimaPatagonia,113@PerteDesPortesDAbraham.303.UltimaPatagonia,6.20,235.09,-36.00
113@PerteDesPortesDAbraham.303.UltimaPatagonia,114@PerteDesPortesDAbraham.303.UltimaPatagonia,10.70,87.09,-66.00
118@PerteDesPortesDAbraham.303.UltimaPatagonia,115@PerteDesPortesDAbraham.303.UltimaPatagonia,7.00,205.09,-14.00
115@PerteDesPortesDAbraham.303.UltimaPatagonia,116@PerteDesPortesDAbraham.303.UltimaPatagonia,1.40,200.09,-38.00
116@PerteDesPortesDAbraham.303.UltimaPatagonia,117@PerteDesPortesDAbraham.303.UltimaPatagonia,5.70,95.09,-56.00
114@PerteDesPortesDAbraham.303.UltimaPatagonia,118@PerteDesPortesDAbraham.303.UltimaPatagonia,8.50,350.09,-65.00
118@PerteDesPortesDAbraham.303.UltimaPatagonia,119@PerteDesPortesDAbraham.303.UltimaPatagonia,5.50,285.09,5.00
119@PerteDesPortesDAbraham.303.UltimaPatagonia,120@PerteDesPortesDAbraham.303.UltimaPatagonia,1.90,290.09,12.00
120@PerteDesPortesDAbraham.303.UltimaPatagonia,121@PerteDesPortesDAbraham.303.UltimaPatagonia,4.10,275.09,21.00
121@PerteDesPortesDAbraham.303.UltimaPatagonia,122@PerteDesPortesDAbraham.303.UltimaPatagonia,2.90,245.09,35.00
122@PerteDesPortesDAbraham.303.UltimaPatagonia,123@PerteDesPortesDAbraham.303.UltimaPatagonia,4.70,250.09,33.00
123@PerteDesPortesDAbraham.303.UltimaPatagonia,124@PerteDesPortesDAbraham.303.UltimaPatagonia,12.00,55.09,0.00
123@PerteDesPortesDAbraham.303.UltimaPatagonia,125@PerteDesPortesDAbraham.303.UltimaPatagonia,8.40,175.09,31.00
0@CuevaNutria.303.UltimaPatagonia,1@CuevaNutria.303.UltimaPatagonia,2.96,207.09,7.00
1@CuevaNutria.303.UltimaPatagonia,2@CuevaNutria.303.UltimaPatagonia,4.09,201.09,-29.00
2@CuevaNutria.303.UltimaPatagonia,3@CuevaNutria.303.UltimaPatagonia,3.70,199.09,-37.00
3@CuevaNutria.303.UltimaPatagonia,4@CuevaNutria.303.UltimaPatagonia,5.45,247.09,37.00
4@CuevaNutria.303.UltimaPatagonia,5@CuevaNutria.303.UltimaPatagonia,3.90,212.09,59.00
5@CuevaNutria.303.UltimaPatagonia,6@CuevaNutria.303.UltimaPatagonia,7.77,270.09,44.00
6@CuevaNutria.303.UltimaPatagonia,6B@CuevaNutria.303.UltimaPatagonia,6.00,15.09,90.00
4@CuevaNutria.303.UltimaPatagonia,7@CuevaNutria.303.UltimaPatagonia,2.73,223.09,-8.00
7@CuevaNutria.303.UltimaPatagonia,8@CuevaNutria.303.UltimaPatagonia,3.87,243.09,0.00
3@CuevaNutria.303.UltimaPatagonia,9@CuevaNutria.303.UltimaPatagonia,9.38,139.09,25.00
9@CuevaNutria.303.UltimaPatagonia,9B@CuevaNutria.303.UltimaPatagonia,7.00,58.09,43.00
9@CuevaNutria.303.UltimaPatagonia,10@CuevaNutria.303.UltimaPatagonia,4.10,61.09,-34.00
10@CuevaNutria.303.UltimaPatagonia,11@CuevaNutria.303.UltimaPatagonia,6.76,123.09,-46.00
11@CuevaNutria.303.UltimaPatagonia,11B@CuevaNutria.303.UltimaPatagonia,5.46,26.09,15.00
11B@CuevaNutria.303.UltimaPatagonia,11C@CuevaNutria.303.UltimaPatagonia,5.00,15.09,90.00
11@CuevaNutria.303.UltimaPatagonia,11D@CuevaNutria.303.UltimaPatagonia,4.19,15.09,-90.00
11@CuevaNutria.303.UltimaPatagonia,12@CuevaNutria.303.UltimaPatagonia,1.12,15.09,90.00
12@CuevaNutria.303.UltimaPatagonia,13@CuevaNutria.303.UltimaPatagonia,6.40,193.09,24.00
13@CuevaNutria.303.UltimaPatagonia,14@CuevaNutria.303.UltimaPatagonia,4.20,208.09,29.00
14@CuevaNutria.303.UltimaPatagonia,15@CuevaNutria.303.UltimaPatagonia,4.65,220.09,0.00
15@CuevaNutria.303.UltimaPatagonia,16@CuevaNutria.303.UltimaPatagonia,2.00,220.09,0.00
9@CuevaNutria.303.UltimaPatagonia,17@CuevaNutria.303.UltimaPatagonia,4.40,242.09,20.00
17@CuevaNutria.303.UltimaPatagonia,18@CuevaNutria.303.UltimaPatagonia,6.95,234.09,11.00
3@CuevaNutria.303.UltimaPatagonia,19@CuevaNutria.303.UltimaPatagonia,2.50,106.09,-20.00
19@CuevaNutria.303.UltimaPatagonia,20@CuevaNutria.303.UltimaPatagonia,3.80,75.09,-11.00
15@CuevaNutria.303.UltimaPatagonia,15B@CuevaNutria.303.UltimaPatagonia,8.00,15.09,90.00
15B@CuevaNutria.303.UltimaPatagonia,15C@CuevaNutria.303.UltimaPatagonia,20.00,220.09,29.00
20@CuevaNutria.303.UltimaPatagonia,21@CuevaNutria.303.UltimaPatagonia,3.80,75.09,11.00
19@CuevaNutria.303.UltimaPatagonia,22@CuevaNutria.303.UltimaPatagonia,2.20,254.09,-32.00
22@CuevaNutria.303.UltimaPatagonia,23@CuevaNutria.303.UltimaPatagonia,8.50,15.09,-90.00
0@CuevaNutria.303.UltimaPatagonia,A@CuevaNutria.303.UltimaPatagonia,3.51,46.09,-28.00
A@CuevaNutria.303.UltimaPatagonia,B@CuevaNutria.303.UltimaPatagonia,9.50,152.09,2.00
B@CuevaNutria.303.UltimaPatagonia,C@CuevaNutria.303.UltimaPatagonia,2.70,223.09,-37.00
C@CuevaNutria.303.UltimaPatagonia,21@CuevaNutria.303.UltimaPatagonia,2.80,253.09,-49.00
23@CuevaNutria.303.UltimaPatagonia,24@CuevaNutria.303.UltimaPatagonia,6.00,254.09,1.00
25@CuevaNutria.303.UltimaPatagonia,23@CuevaNutria.303.UltimaPatagonia,6.00,199.09,4.00
0@CuevaTortillaConCitron.303.UltimaPatagonia,1@CuevaTortillaConCitron.303.UltimaPatagonia,6.72,56.09,-41.00
1@CuevaTortillaConCitron.303.UltimaPatagonia,2@CuevaTortillaConCitron.303.UltimaPatagonia,10.60,104.09,-29.00
2@CuevaTortillaConCitron.303.UltimaPatagonia,3@CuevaTortillaConCitron.303.UltimaPatagonia,11.00,132.09,-15.00
3@CuevaTortillaConCitron.303.UltimaPatagonia,4@CuevaTortillaConCitron.303.UltimaPatagonia,4.00,144.09,-16.00
4@CuevaTortillaConCitron.303.UltimaPatagonia,5@CuevaTortillaConCitron.303.UltimaPatagonia,4.60,110.09,-26.00
5@CuevaTortillaConCitron.303.UltimaPatagonia,6@CuevaTortillaConCitron.303.UltimaPatagonia,3.10,187.09,-15.00
6@CuevaTortillaConCitron.303.UltimaPatagonia,7@CuevaTortillaConCitron.303.UltimaPatagonia,4.90,148.09,-16.00
7@CuevaTortillaConCitron.303.UltimaPatagonia,8@CuevaTortillaConCitron.303.UltimaPatagonia,4.50,49.09,-17.00
8@CuevaTortillaConCitron.303.UltimaPatagonia,9@CuevaTortillaConCitron.303.UltimaPatagonia,10.60,70.09,-4.00
9@CuevaTortillaConCitron.303.UltimaPatagonia,10@CuevaTortillaConCitron.303.UltimaPatagonia,3.60,152.09,-19.00
10@CuevaTortillaConCitron.303.UltimaPatagonia,11@CuevaTortillaConCitron.303.UltimaPatagonia,2.20,105.09,0.00
11@CuevaTortillaConCitron.303.UltimaPatagonia,12@CuevaTortillaConCitron.303.UltimaPatagonia,10.90,159.09,-6.00
12@CuevaTortillaConCitron.303.UltimaPatagonia,13@CuevaTortillaConCitron.303.UltimaPatagonia,2.10,116.09,-67.00
13@CuevaTortillaConCitron.303.UltimaPatagonia,14@CuevaTortillaConCitron.303.UltimaPatagonia,1.80,29.09,0.00
14@CuevaTortillaConCitron.303.UltimaPatagonia,15@CuevaTortillaConCitron.303.UltimaPatagonia,1.80,119.09,20.00
15@CuevaTortillaConCitron.303.UltimaPatagonia,16@CuevaTortillaConCitron.303.UltimaPatagonia,7.95,15.09,-90.00
16@CuevaTortillaConCitron.303.UltimaPatagonia,17@CuevaTortillaConCitron.303.UltimaPatagonia,2.30,106.09,0.00
17@CuevaTortillaConCitron.303.UltimaPatagonia,18@CuevaTortillaConCitron.303.UltimaPatagonia,6.10,206.09,-6.00
18@CuevaTortillaConCitron.303.UltimaPatagonia,19@CuevaTortillaConCitron.303.UltimaPatagonia,6.90,132.09,-7.00
19@CuevaTortillaConCitron.303.UltimaPatagonia,20@CuevaTortillaConCitron.303.UltimaPatagonia,7.89,56.09,0.00
20@CuevaTortillaConCitron.303.UltimaPatagonia,21@CuevaTortillaConCitron.303.UltimaPatagonia,7.40,124.09,5.00
21@CuevaTortillaConCitron.303.UltimaPatagonia,22@CuevaTortillaConCitron.303.UltimaPatagonia,0.00,15.09,0.00
# Equated stations
ENT_303002@(null),38@PerteDesPortesDAbraham
ENT_303003@(null),0@CuevaNutria
ENT_303006@(null),0@CuevaTortillaConCitron
# End equated stations
0@PerteDeLaSucriereInferieure.304.UltimaPatagonia,1@PerteDeLaSucriereInferieure.304.UltimaPatagonia,9.14,148.19,-69.70
0@PerteDeLaSucriereInferieure.304.UltimaPatagonia,A1@PerteDeLaSucriereInferieure.304.UltimaPatagonia,6.14,71.89,-3.10
A1@PerteDeLaSucriereInferieure.304.UltimaPatagonia,A2@PerteDeLaSucriereInferieure.304.UltimaPatagonia,5.30,237.69,-49.40
A2@PerteDeLaSucriereInferieure.304.UltimaPatagonia,1@PerteDeLaSucriereInferieure.304.UltimaPatagonia,5.85,210.99,-48.40
1@PerteDeLaSucriereInferieure.304.UltimaPatagonia,2@PerteDeLaSucriereInferieure.304.UltimaPatagonia,5.32,151.99,-20.00
2@PerteDeLaSucriereInferieure.304.UltimaPatagonia,3@PerteDeLaSucriereInferieure.304.UltimaPatagonia,2.94,134.99,1.90
3@PerteDeLaSucriereInferieure.304.UltimaPatagonia,4@PerteDeLaSucriereInferieure.304.UltimaPatagonia,11.27,172.19,-64.30
4@PerteDeLaSucriereInferieure.304.UltimaPatagonia,5@PerteDeLaSucriereInferieure.304.UltimaPatagonia,3.93,202.49,-9.90
5@PerteDeLaSucriereInferieure.304.UltimaPatagonia,6@PerteDeLaSucriereInferieure.304.UltimaPatagonia,9.26,192.39,-45.50
6@PerteDeLaSucriereInferieure.304.UltimaPatagonia,7@PerteDeLaSucriereInferieure.304.UltimaPatagonia,3.93,222.29,3.20
7@PerteDeLaSucriereInferieure.304.UltimaPatagonia,8@PerteDeLaSucriereInferieure.304.UltimaPatagonia,8.41,162.79,-72.50
8@PerteDeLaSucriereInferieure.304.UltimaPatagonia,9@PerteDeLaSucriereInferieure.304.UltimaPatagonia,9.36,251.49,-46.90
9@PerteDeLaSucriereInferieure.304.UltimaPatagonia,10@PerteDeLaSucriereInferieure.304.UltimaPatagonia,1.33,285.79,-9.20
10@PerteDeLaSucriereInferieure.304.UltimaPatagonia,11@PerteDeLaSucriereInferieure.304.UltimaPatagonia,3.02,236.99,-24.10
11@PerteDeLaSucriereInferieure.304.UltimaPatagonia,12@PerteDeLaSucriereInferieure.304.UltimaPatagonia,1.91,273.59,-33.50
12@PerteDeLaSucriereInferieure.304.UltimaPatagonia,13@PerteDeLaSucriereInferieure.304.UltimaPatagonia,1.22,208.09,-21.40
13@PerteDeLaSucriereInferieure.304.UltimaPatagonia,14@PerteDeLaSucriereInferieure.304.UltimaPatagonia,1.53,290.79,-30.70
14@PerteDeLaSucriereInferieure.304.UltimaPatagonia,15@PerteDeLaSucriereInferieure.304.UltimaPatagonia,4.09,352.89,-15.00
15@PerteDeLaSucriereInferieure.304.UltimaPatagonia,16@PerteDeLaSucriereInferieure.304.UltimaPatagonia,4.31,310.29,-31.30
16@PerteDeLaSucriereInferieure.304.UltimaPatagonia,17@PerteDeLaSucriereInferieure.304.UltimaPatagonia,3.68,318.69,-38.30
17@PerteDeLaSucriereInferieure.304.UltimaPatagonia,18@PerteDeLaSucriereInferieure.304.UltimaPatagonia,4.15,52.79,-52.10
18@PerteDeLaSucriereInferieure.304.UltimaPatagonia,19@PerteDeLaSucriereInferieure.304.UltimaPatagonia,4.70,45.19,-49.60
19@PerteDeLaSucriereInferieure.304.UltimaPatagonia,20@PerteDeLaSucriereInferieure.304.UltimaPatagonia,6.70,286.59,-70.30
20@PerteDeLaSucriereInferieure.304.UltimaPatagonia,21@PerteDeLaSucriereInferieure.304.UltimaPatagonia,3.20,321.79,1.20
21@PerteDeLaSucriereInferieure.304.UltimaPatagonia,22@PerteDeLaSucriereInferieure.304.UltimaPatagonia,1.86,325.39,-8.10
22@PerteDeLaSucriereInferieure.304.UltimaPatagonia,23@PerteDeLaSucriereInferieure.304.UltimaPatagonia,2.47,291.49,0.90
23@PerteDeLaSucriereInferieure.304.UltimaPatagonia,B1@PerteDeLaSucriereInferieure.304.UltimaPatagonia,2.38,153.79,-19.50
B1@PerteDeLaSucriereInferieure.304.UltimaPatagonia,B2@PerteDeLaSucriereInferieure.304.UltimaPatagonia,1.40,220.39,3.80
B2@PerteDeLaSucriereInferieure.304.UltimaPatagonia,B3@PerteDeLaSucriereInferieure.304.UltimaPatagonia,6.21,136.79,57.40
B3@PerteDeLaSucriereInferieure.304.UltimaPatagonia,B4@PerteDeLaSucriereInferieure.304.UltimaPatagonia,8.37,166.19,37.60
B4@PerteDeLaSucriereInferieure.304.UltimaPatagonia,B5@PerteDeLaSucriereInferieure.304.UltimaPatagonia,11.45,331.19,68.30
23@PerteDeLaSucriereInferieure.304.UltimaPatagonia,24@PerteDeLaSucriereInferieure.304.UltimaPatagonia,4.29,9.59,-8.00
24@PerteDeLaSucriereInferieure.304.UltimaPatagonia,25@PerteDeLaSucriereInferieure.304.UltimaPatagonia,4.05,297.69,-54.20
25@PerteDeLaSucriereInferieure.304.UltimaPatagonia,26@PerteDeLaSucriereInferieure.304.UltimaPatagonia,10.93,272.59,-64.60
25@PerteDeLaSucriereInferieure.304.UltimaPatagonia,27@PerteDeLaSucriereInferieure.304.UltimaPatagonia,3.05,239.29,-69.90
27@PerteDeLaSucriereInferieure.304.UltimaPatagonia,28@PerteDeLaSucriereInferieure.304.UltimaPatagonia,5.57,318.39,-49.80
28@PerteDeLaSucriereInferieure.304.UltimaPatagonia,29@PerteDeLaSucriereInferieure.304.UltimaPatagonia,9.26,358.09,-8.60
8@PerteDeLaSucriereInferieure.304.UltimaPatagonia,30@PerteDeLaSucriereInferieure.304.UltimaPatagonia,13.82,337.99,-85.90
30@PerteDeLaSucriereInferieure.304.UltimaPatagonia,31@PerteDeLaSucriereInferieure.304.UltimaPatagonia,7.24,325.69,-35.00
0@ResurgenceDeLAvenir.304.UltimaPatagonia,S1.1@ResurgenceDeLAvenir.304.UltimaPatagonia,5.00,246.12,-23.58
S1.1@ResurgenceDeLAvenir.304.UltimaPatagonia,S1.2@ResurgenceDeLAvenir.304.UltimaPatagonia,5.00,256.12,-9.21
S1.2@ResurgenceDeLAvenir.304.UltimaPatagonia,S1.3@ResurgenceDeLAvenir.304.UltimaPatagonia,3.00,186.12,-13.49
S1.3@ResurgenceDeLAvenir.304.UltimaPatagonia,S1.4@ResurgenceDeLAvenir.304.UltimaPatagonia,17.00,196.12,-9.48
S1.4@ResurgenceDeLAvenir.304.UltimaPatagonia,S1.5@ResurgenceDeLAvenir.304.UltimaPatagonia,6.00,146.12,-40.54
S1.5@ResurgenceDeLAvenir.304.UltimaPatagonia,S1.6@ResurgenceDeLAvenir.304.UltimaPatagonia,12.00,286.12,-50.06
S1.6@ResurgenceDeLAvenir.304.UltimaPatagonia,S1.7@ResurgenceDeLAvenir.304.UltimaPatagonia,4.00,311.12,10.08
S1.7@ResurgenceDeLAvenir.304.UltimaPatagonia,S1.8@ResurgenceDeLAvenir.304.UltimaPatagonia,13.00,311.12,32.58
S1.8@ResurgenceDeLAvenir.304.UltimaPatagonia,S1.9.@ResurgenceDeLAvenir.304.UltimaPatagonia,11.00,321.12,25.87
S1.9.@ResurgenceDeLAvenir.304.UltimaPatagonia,S1.10@ResurgenceDeLAvenir.304.UltimaPatagonia,4.00,301.12,33.37
S1.10@ResurgenceDeLAvenir.304.UltimaPatagonia,S1.11@ResurgenceDeLAvenir.304.UltimaPatagonia,3.00,276.12,30.00
S1.11@ResurgenceDeLAvenir.304.UltimaPatagonia,S1.12@ResurgenceDeLAvenir.304.UltimaPatagonia,6.00,296.12,32.23
S1.12@ResurgenceDeLAvenir.304.UltimaPatagonia,1@ResurgenceDeLAvenir.304.UltimaPatagonia,5.00,21.12,10.00
1@ResurgenceDeLAvenir.304.UltimaPatagonia,2@ResurgenceDeLAvenir.304.UltimaPatagonia,8.00,1.12,10.00
2@ResurgenceDeLAvenir.304.UltimaPatagonia,3@ResurgenceDeLAvenir.304.UltimaPatagonia,9.88,356.12,1.60
3@ResurgenceDeLAvenir.304.UltimaPatagonia,4@ResurgenceDeLAvenir.304.UltimaPatagonia,10.70,303.32,8.40
4@ResurgenceDeLAvenir.304.UltimaPatagonia,D1@ResurgenceDeLAvenir.304.UltimaPatagonia,5.04,44.12,-8.70
D1@ResurgenceDeLAvenir.304.UltimaPatagonia,D2@ResurgenceDeLAvenir.304.UltimaPatagonia,3.87,282.52,-8.00
D2@ResurgenceDeLAvenir.304.UltimaPatagonia,D3@ResurgenceDeLAvenir.304.UltimaPatagonia,5.93,296.92,18.50
D3@ResurgenceDeLAvenir.304.UltimaPatagonia,D4@ResurgenceDeLAvenir.304.UltimaPatagonia,4.11,284.42,-20.60
4@ResurgenceDeLAvenir.304.UltimaPatagonia,5@ResurgenceDeLAvenir.304.UltimaPatagonia,8.09,306.02,24.00
5@ResurgenceDeLAvenir.304.UltimaPatagonia,6@ResurgenceDeLAvenir.304.UltimaPatagonia,5.23,254.02,-12.20
6@ResurgenceDeLAvenir.304.UltimaPatagonia,7@ResurgenceDeLAvenir.304.UltimaPatagonia,5.01,227.52,-18.70
7@ResurgenceDeLAvenir.304.UltimaPatagonia,8@ResurgenceDeLAvenir.304.UltimaPatagonia,1.11,230.92,8.30
8@ResurgenceDeLAvenir.304.UltimaPatagonia,E1@ResurgenceDeLAvenir.304.UltimaPatagonia,6.14,211.62,-47.50
8@ResurgenceDeLAvenir.304.UltimaPatagonia,9@ResurgenceDeLAvenir.304.UltimaPatagonia,5.34,181.72,6.80
9@ResurgenceDeLAvenir.304.UltimaPatagonia,10@ResurgenceDeLAvenir.304.UltimaPatagonia,3.11,214.52,-23.70
10@ResurgenceDeLAvenir.304.UltimaPatagonia,11@ResurgenceDeLAvenir.304.UltimaPatagonia,7.42,193.52,-27.40
7@ResurgenceDeLAvenir.304.UltimaPatagonia,F1@ResurgenceDeLAvenir.304.UltimaPatagonia,11.71,198.52,-9.30
F1@ResurgenceDeLAvenir.304.UltimaPatagonia,F2@ResurgenceDeLAvenir.304.UltimaPatagonia,5.13,215.12,18.20
F2@ResurgenceDeLAvenir.304.UltimaPatagonia,F3@ResurgenceDeLAvenir.304.UltimaPatagonia,6.77,201.22,-11.70
F3@ResurgenceDeLAvenir.304.UltimaPatagonia,F4@ResurgenceDeLAvenir.304.UltimaPatagonia,2.31,283.92,-34.40
F4@ResurgenceDeLAvenir.304.UltimaPatagonia,11@ResurgenceDeLAvenir.304.UltimaPatagonia,0.82,1.92,33.70
3@ResurgenceDeLAvenir.304.UltimaPatagonia,G1@ResurgenceDeLAvenir.304.UltimaPatagonia,5.48,232.82,14.20
G1@ResurgenceDeLAvenir.304.UltimaPatagonia,G2@ResurgenceDeLAvenir.304.UltimaPatagonia,5.16,235.52,9.00
G2@ResurgenceDeLAvenir.304.UltimaPatagonia,G3@ResurgenceDeLAvenir.304.UltimaPatagonia,9.75,208.02,-2.50
G3@ResurgenceDeLAvenir.304.UltimaPatagonia,G4@ResurgenceDeLAvenir.304.UltimaPatagonia,10.09,253.62,1.40
